Informazioni cronologiche;Indirizzo email;Full name: First name, middle name and surname;If your social name is different from your full name, use this space to write your preferred name.;Date of birth;Time zone;Link from other social networks social media platforms (Instagram, Facebook etc.);WhatsApp Phone Number (with DDD);Gender;Location (State, Country) - Birthplace;Location (State, Country) - Current state and country.;Is your English proficiency B2 or higher?;Race / Color;What is your religion?;How did you find out about the International Polyglot Youth project?;The International Polyglot Youth Project seeks young people from all over the world who are engaged and committed to equality and educational power. Tell us what you plan to do with the learning you will receive.;We want to democratize language learning for free and empower multilingual young people to use languages ​​as a mechanism for connecting different cultures and thus changing the world. How committed are you to this project? What do you expect from the International Polyglot Youth Project?;What language do you plan to learn? You can choose three languages. [Brazilian Portuguese];What language do you plan to learn? You can choose three languages. [Deutsch];What language do you plan to learn? You can choose three languages. [French];What language do you plan to learn? You can choose three languages. [German];What language do you plan to learn? You can choose three languages. [Hungarian];What language do you plan to learn? You can choose three languages. [Italian];What language do you plan to learn? You can choose three languages. [Korean];What language do you plan to learn? You can choose three languages. [Modern Standard Arabic];What language do you plan to learn? You can choose three languages. [Spanish];What language do you plan to learn? You can choose three languages. [Russian];In up to 150 words, explain why you are interested in learning this/these language(s) and how it aligns with your future plans.;List ALL the days and times you would have available to learn. [06:00];List ALL the days and times you would have available to learn. [06:30];List ALL the days and times you would have available to learn. [07:00];List ALL the days and times you would have available to learn. [07:30];List ALL the days and times you would have available to learn. [08:00];List ALL the days and times you would have available to learn. [08:30];List ALL the days and times you would have available to learn. [09:00];List ALL the days and times you would have available to learn. [09:30];List ALL the days and times you would have available to learn. [10:00];List ALL the days and times you would have available to learn. [10:30];List ALL the days and times you would have available to learn. [11:00];List ALL the days and times you would have available to learn. [11:30];List ALL the days and times you would have available to learn. [12:00];List ALL the days and times you would have available to learn. [12:30];List ALL the days and times you would have available to learn. [13:00];List ALL the days and times you would have available to learn. [13:30];List ALL the days and times you would have available to learn. [14:00];List ALL the days and times you would have available to learn. [14:30];List ALL the days and times you would have available to learn. [15:00];List ALL the days and times you would have available to learn. [15:30];List ALL the days and times you would have available to learn. [16:00];List ALL the days and times you would have available to learn. [16:30];List ALL the days and times you would have available to learn. [17:00];List ALL the days and times you would have available to learn. [17:30];List ALL the days and times you would have available to learn. [18:00];List ALL the days and times you would have available to learn. [18:30];List ALL the days and times you would have available to learn. [19:00];List ALL the days and times you would have available to learn. [19:30];List ALL the days and times you would have available to learn. [20:00];List ALL the days and times you would have available to learn. [20:30];List ALL the days and times you would have available to learn. [21:00];List ALL the days and times you would have available to learn. [21:30];List ALL the days and times you would have available to learn. [22:00];I have a computer, laptop, phone and/or tablet with stable internet access.;Is there anything more you have to tell us?;Do you agree with the terms and conditions set out in the notice and commit yourself to learn through weekly classes?
01/01/2022;mentee222@mail.com;mentee222;tee;13/12/2009;GMT -7;https://www.instagram.com/andreparedes06/;6845486737;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;B2;;;B1;B2;A1;A2;A1;A2;[Some text];['Saturday', 'Monday', 'Tuesday', 'Friday', 'Sunday'];['Sunday', 'Thursday', 'Wednesday', 'Tuesday'];['Friday', 'Monday', 'Thursday', 'Saturday', 'Wednesday'];['Wednesday', 'Friday', 'Saturday', 'Thursday', 'Tuesday'];['Sunday', 'Thursday', 'Friday', 'Wednesday', 'Monday'];['Tuesday', 'Wednesday', 'Sunday', 'Friday', 'Monday'];['Sunday', 'Monday', 'Thursday', 'Friday', 'Wednesday'];['Thursday', 'Tuesday', 'Monday', 'Saturday', 'Sunday'];['Tuesday', 'Friday', 'Monday', 'Sunday', 'Thursday', 'Saturday'];['Thursday', 'Tuesday', 'Friday', 'Wednesday', 'Monday'];['Friday', 'Tuesday', 'Wednesday', 'Saturday'];['Wednesday', 'Friday', 'Monday'];['Monday', 'Wednesday', 'Thursday', 'Tuesday', 'Friday'];['Saturday', 'Friday', 'Thursday', 'Sunday', 'Monday'];['Sunday', 'Monday', 'Thursday', 'Friday', 'Tuesday', 'Saturday'];['Sunday', 'Tuesday', 'Wednesday', 'Thursday', 'Saturday'];['Friday', 'Thursday', 'Sunday', 'Tuesday', 'Monday', 'Saturday'];['Tuesday', 'Thursday', 'Wednesday', 'Monday', 'Saturday'];['Saturday', 'Tuesday', 'Thursday'];['Wednesday', 'Friday', 'Sunday', 'Thursday', 'Tuesday'];['Tuesday', 'Monday', 'Sunday', 'Wednesday'];['Tuesday', 'Friday', 'Thursday', 'Monday', 'Saturday'];['Thursday', 'Monday', 'Tuesday', 'Wednesday', 'Sunday'];['Friday', 'Sunday', 'Tuesday', 'Saturday'];['Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Sunday', 'Monday'];['Sunday', 'Wednesday', 'Tuesday', 'Monday', 'Friday', 'Thursday'];['Monday', 'Saturday', 'Friday', 'Thursday', 'Wednesday'];['Wednesday', 'Friday', 'Monday'];['Tuesday', 'Monday', 'Sunday', 'Wednesday', 'Friday'];['Friday', 'Saturday', 'Monday', 'Thursday'];['Tuesday', 'Wednesday', 'Sunday', 'Friday', 'Monday'];['Monday', 'Friday', 'Saturday', 'Sunday', 'Thursday'];['Monday', 'Friday', 'Thursday', 'Sunday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee223@mail.com;mentee223;tee;29/03/2002;GMT -2:30;https://www.instagram.com/andreparedes06/;7162851970;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;A2;;;;A2;;B2;B1;;[Some text];['Monday', 'Thursday', 'Tuesday', 'Sunday', 'Wednesday'];['Sunday', 'Saturday', 'Wednesday', 'Thursday', 'Monday'];['Monday', 'Wednesday', 'Saturday', 'Friday', 'Sunday', 'Tuesday'];['Friday', 'Sunday', 'Saturday', 'Thursday', 'Monday', 'Tuesday', 'Wednesday'];['Wednesday', 'Saturday', 'Thursday', 'Sunday', 'Tuesday'];['Sunday', 'Wednesday', 'Friday', 'Tuesday'];['Thursday', 'Monday', 'Friday', 'Sunday', 'Wednesday'];['Thursday', 'Monday', 'Sunday', 'Wednesday'];['Tuesday', 'Sunday', 'Thursday', 'Wednesday'];['Friday', 'Sunday', 'Thursday', 'Tuesday', 'Monday', 'Wednesday'];['Wednesday', 'Sunday', 'Monday', 'Friday', 'Tuesday'];['Sunday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Wednesday', 'Sunday', 'Friday', 'Thursday', 'Saturday', 'Tuesday'];['Wednesday', 'Saturday', 'Sunday', 'Monday', 'Thursday'];['Sunday', 'Wednesday', 'Saturday', 'Monday'];['Tuesday', 'Saturday', 'Sunday', 'Friday'];['Friday', 'Thursday', 'Wednesday', 'Sunday'];['Monday', 'Sunday', 'Saturday', 'Friday', 'Thursday'];['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'];['Saturday', 'Tuesday', 'Wednesday', 'Sunday'];['Friday', 'Wednesday', 'Monday', 'Tuesday'];['Monday', 'Saturday', 'Friday', 'Thursday'];['Sunday', 'Tuesday', 'Monday', 'Saturday'];['Wednesday', 'Tuesday', 'Friday', 'Monday', 'Sunday'];['Wednesday', 'Tuesday', 'Friday', 'Sunday', 'Thursday'];['Tuesday', 'Monday', 'Sunday'];['Monday', 'Sunday', 'Thursday', 'Saturday', 'Tuesday'];['Saturday', 'Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Monday'];['Sunday', 'Wednesday', 'Monday', 'Saturday'];['Sunday', 'Monday', 'Wednesday', 'Friday', 'Thursday', 'Saturday'];['Tuesday', 'Thursday', 'Sunday', 'Wednesday', 'Saturday'];['Wednesday', 'Saturday', 'Tuesday', 'Friday', 'Sunday', 'Monday'];['Wednesday', 'Tuesday', 'Saturday', 'Thursday', 'Sunday'];Yes, I do;[Some text];Yes
01/01/2022;mentee224@mail.com;mentee224;tee;18/08/1995;GMT -2;https://www.instagram.com/andreparedes06/;2496573064;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;;;A2;A2;B1;A2;B1;;;[Some text];['Friday', 'Wednesday', 'Monday', 'Saturday'];['Wednesday', 'Friday', 'Saturday', 'Tuesday', 'Sunday'];['Sunday', 'Thursday', 'Wednesday', 'Monday'];['Friday', 'Monday', 'Sunday', 'Wednesday', 'Saturday'];['Sunday', 'Thursday', 'Wednesday', 'Tuesday'];['Sunday', 'Thursday', 'Monday', 'Friday'];['Friday', 'Thursday', 'Saturday', 'Tuesday', 'Wednesday', 'Monday'];['Thursday', 'Friday', 'Tuesday', 'Sunday', 'Saturday'];['Wednesday', 'Saturday', 'Monday', 'Sunday'];['Sunday', 'Wednesday', 'Monday'];['Tuesday', 'Friday', 'Sunday', 'Wednesday', 'Monday'];['Monday', 'Sunday', 'Wednesday', 'Thursday', 'Friday'];['Monday', 'Sunday', 'Friday', 'Tuesday', 'Saturday'];['Saturday', 'Wednesday', 'Monday', 'Tuesday'];['Monday', 'Saturday', 'Tuesday', 'Sunday', 'Thursday'];['Wednesday', 'Sunday', 'Thursday', 'Friday', 'Saturday'];['Tuesday', 'Wednesday', 'Sunday'];['Sunday', 'Saturday', 'Tuesday', 'Friday', 'Monday'];['Wednesday', 'Monday', 'Tuesday', 'Sunday', 'Friday'];['Wednesday', 'Friday', 'Monday', 'Thursday'];['Sunday', 'Friday', 'Thursday', 'Wednesday', 'Tuesday', 'Monday'];['Thursday', 'Saturday', 'Monday', 'Tuesday', 'Wednesday'];['Tuesday', 'Wednesday', 'Monday', 'Friday'];['Tuesday', 'Friday', 'Monday', 'Wednesday', 'Thursday'];['Tuesday', 'Thursday', 'Monday', 'Wednesday'];['Saturday', 'Monday', 'Wednesday', 'Tuesday'];['Friday', 'Wednesday', 'Sunday', 'Thursday', 'Monday'];['Thursday', 'Friday', 'Sunday', 'Monday', 'Saturday', 'Tuesday'];['Monday', 'Friday', 'Tuesday', 'Wednesday', 'Saturday'];['Thursday', 'Sunday', 'Tuesday', 'Monday', 'Friday'];['Sunday', 'Tuesday', 'Saturday', 'Monday'];['Sunday', 'Saturday', 'Wednesday', 'Thursday'];['Monday', 'Sunday', 'Wednesday', 'Saturday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee225@mail.com;mentee225;tee;20/04/2011;GMT +0;https://www.instagram.com/andreparedes06/;2004482552;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;B1;A1;B2;;A1;B1;A1;B1;A1;[Some text];['Friday', 'Wednesday', 'Sunday'];['Friday', 'Monday', 'Sunday', 'Thursday'];['Saturday', 'Wednesday', 'Sunday', 'Tuesday'];['Saturday', 'Wednesday', 'Sunday', 'Thursday', 'Monday', 'Friday'];['Monday', 'Sunday', 'Thursday', 'Friday', 'Saturday'];['Friday', 'Thursday', 'Tuesday', 'Monday'];['Monday', 'Friday', 'Wednesday', 'Thursday'];['Wednesday', 'Friday', 'Monday', 'Thursday', 'Sunday'];['Tuesday', 'Sunday', 'Saturday', 'Monday', 'Friday', 'Wednesday'];['Tuesday', 'Sunday', 'Thursday', 'Wednesday', 'Friday'];['Sunday', 'Thursday', 'Saturday', 'Friday', 'Tuesday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday'];['Friday', 'Saturday', 'Monday', 'Tuesday', 'Thursday'];['Wednesday', 'Sunday', 'Thursday', 'Saturday', 'Monday', 'Tuesday', 'Friday'];['Sunday', 'Monday', 'Saturday', 'Friday', 'Thursday'];['Saturday', 'Wednesday', 'Thursday', 'Sunday', 'Friday'];['Monday', 'Saturday', 'Friday', 'Thursday'];['Wednesday', 'Saturday', 'Friday', 'Monday'];['Monday', 'Friday', 'Tuesday', 'Wednesday'];['Saturday', 'Sunday', 'Tuesday', 'Thursday', 'Monday'];['Sunday', 'Thursday', 'Monday', 'Wednesday', 'Tuesday'];['Thursday', 'Saturday', 'Monday', 'Wednesday', 'Friday'];['Monday', 'Sunday', 'Tuesday', 'Saturday', 'Wednesday'];['Friday', 'Monday', 'Thursday', 'Wednesday', 'Sunday'];['Saturday', 'Sunday', 'Tuesday', 'Wednesday'];['Thursday', 'Tuesday', 'Wednesday', 'Monday', 'Saturday'];['Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday'];['Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Sunday'];['Thursday', 'Monday', 'Friday', 'Saturday', 'Sunday'];['Thursday', 'Tuesday', 'Monday', 'Friday', 'Sunday'];['Sunday', 'Thursday', 'Monday', 'Tuesday', 'Saturday'];['Wednesday', 'Saturday', 'Monday', 'Friday', 'Sunday'];['Thursday', 'Monday', 'Sunday', 'Saturday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee226@mail.com;mentee226;tee;18/02/2002;GMT +4;https://www.instagram.com/andreparedes06/;9907078926;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;A2;A1;A1;A1;;B1;;B2;B2;[Some text];['Saturday', 'Thursday', 'Monday', 'Wednesday'];['Tuesday', 'Friday', 'Saturday'];['Wednesday', 'Thursday', 'Monday', 'Tuesday', 'Saturday'];['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday'];['Friday', 'Thursday', 'Tuesday', 'Wednesday', 'Sunday'];['Sunday', 'Monday', 'Friday', 'Saturday'];['Sunday', 'Monday', 'Saturday', 'Wednesday'];['Tuesday', 'Saturday', 'Friday', 'Monday', 'Thursday'];['Sunday', 'Thursday', 'Wednesday', 'Tuesday', 'Monday'];['Tuesday', 'Wednesday', 'Monday', 'Friday', 'Saturday'];['Monday', 'Friday', 'Sunday', 'Thursday'];['Thursday', 'Friday', 'Saturday', 'Wednesday'];['Sunday', 'Wednesday', 'Tuesday', 'Friday', 'Thursday'];['Wednesday', 'Sunday', 'Thursday', 'Tuesday'];['Sunday', 'Friday', 'Tuesday', 'Saturday', 'Thursday'];['Sunday', 'Friday', 'Saturday', 'Tuesday', 'Wednesday'];['Wednesday', 'Tuesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'];['Saturday', 'Tuesday', 'Monday', 'Friday'];['Saturday', 'Tuesday', 'Wednesday', 'Monday', 'Sunday'];['Thursday', 'Wednesday', 'Tuesday'];['Saturday', 'Sunday', 'Wednesday', 'Friday', 'Thursday'];['Monday', 'Thursday', 'Sunday', 'Friday'];['Wednesday', 'Thursday', 'Saturday', 'Monday', 'Sunday', 'Friday'];['Thursday', 'Sunday', 'Monday', 'Friday', 'Tuesday'];['Thursday', 'Tuesday', 'Sunday', 'Saturday'];['Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Saturday', 'Sunday'];['Wednesday', 'Tuesday', 'Saturday', 'Sunday', 'Thursday'];['Wednesday', 'Monday', 'Tuesday', 'Sunday', 'Saturday'];['Saturday', 'Friday', 'Tuesday', 'Monday', 'Wednesday'];['Saturday', 'Monday', 'Thursday', 'Wednesday', 'Friday'];['Saturday', 'Tuesday', 'Sunday', 'Thursday'];['Thursday', 'Friday', 'Monday', 'Saturday'];['Saturday', 'Sunday', 'Tuesday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee227@mail.com;mentee227;tee;29/12/2005;GMT -9:30;https://www.instagram.com/andreparedes06/;5874740405;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;B1;;A1;;A1;A2;A2;B2;;[Some text];['Saturday', 'Friday', 'Monday', 'Tuesday'];['Sunday', 'Monday', 'Friday', 'Saturday', 'Wednesday'];['Wednesday', 'Thursday', 'Saturday', 'Friday', 'Monday'];['Tuesday', 'Saturday', 'Thursday', 'Friday', 'Sunday', 'Wednesday'];['Saturday', 'Friday', 'Thursday', 'Wednesday'];['Sunday', 'Tuesday', 'Saturday', 'Thursday'];['Tuesday', 'Wednesday', 'Monday', 'Saturday'];['Friday', 'Sunday', 'Saturday', 'Wednesday', 'Thursday'];['Thursday', 'Wednesday', 'Friday', 'Saturday', 'Sunday'];['Monday', 'Wednesday', 'Thursday', 'Saturday', 'Sunday'];['Monday', 'Sunday', 'Thursday', 'Wednesday', 'Friday'];['Tuesday', 'Monday', 'Saturday', 'Wednesday', 'Sunday', 'Friday'];['Monday', 'Wednesday', 'Friday', 'Sunday', 'Thursday', 'Saturday'];['Thursday', 'Sunday', 'Tuesday'];['Tuesday', 'Monday', 'Friday', 'Wednesday'];['Thursday', 'Monday', 'Saturday', 'Wednesday'];['Monday', 'Wednesday', 'Friday'];['Saturday', 'Thursday', 'Sunday', 'Tuesday', 'Monday'];['Saturday', 'Tuesday', 'Friday', 'Wednesday', 'Sunday', 'Monday'];['Saturday', 'Tuesday', 'Sunday', 'Thursday', 'Monday', 'Friday'];['Friday', 'Monday', 'Thursday'];['Sunday', 'Friday', 'Tuesday', 'Monday', 'Wednesday', 'Thursday'];['Sunday', 'Friday', 'Saturday', 'Tuesday'];['Sunday', 'Monday', 'Wednesday', 'Saturday', 'Thursday'];['Thursday', 'Monday', 'Tuesday', 'Saturday', 'Friday'];['Monday', 'Tuesday', 'Thursday', 'Friday', 'Sunday'];['Friday', 'Thursday', 'Saturday', 'Wednesday', 'Sunday', 'Tuesday'];['Thursday', 'Saturday', 'Tuesday', 'Friday'];['Thursday', 'Sunday', 'Monday', 'Friday', 'Tuesday'];['Thursday', 'Tuesday', 'Saturday'];['Friday', 'Tuesday', 'Monday', 'Sunday', 'Wednesday'];['Sunday', 'Wednesday', 'Monday', 'Saturday'];['Friday', 'Sunday', 'Wednesday', 'Monday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee228@mail.com;mentee228;tee;19/06/2005;GMT +2;https://www.instagram.com/andreparedes06/;9865475783;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;A1;B1;;B2;B2;A2;A2;B2;A2;[Some text];['Tuesday', 'Sunday', 'Friday', 'Wednesday', 'Saturday'];['Sunday', 'Saturday', 'Wednesday', 'Monday'];['Saturday', 'Sunday', 'Wednesday', 'Monday', 'Tuesday'];['Saturday', 'Tuesday', 'Thursday'];['Monday', 'Thursday', 'Sunday', 'Saturday'];['Monday', 'Tuesday', 'Wednesday', 'Sunday'];['Friday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday', 'Monday'];['Thursday', 'Sunday', 'Monday', 'Saturday', 'Wednesday', 'Tuesday', 'Friday'];['Thursday', 'Wednesday', 'Friday', 'Monday', 'Tuesday'];['Wednesday', 'Thursday', 'Friday', 'Sunday'];['Sunday', 'Wednesday', 'Tuesday', 'Thursday'];['Friday', 'Wednesday', 'Tuesday'];['Sunday', 'Monday', 'Friday', 'Tuesday'];['Wednesday', 'Monday', 'Friday', 'Thursday', 'Tuesday'];['Saturday', 'Monday', 'Sunday', 'Tuesday'];['Monday', 'Tuesday', 'Sunday', 'Thursday', 'Saturday'];['Wednesday', 'Friday', 'Saturday', 'Monday', 'Sunday'];['Saturday', 'Tuesday', 'Monday', 'Thursday', 'Wednesday'];['Monday', 'Saturday', 'Thursday', 'Friday'];['Saturday', 'Sunday', 'Monday', 'Friday', 'Tuesday'];['Wednesday', 'Monday', 'Friday', 'Tuesday', 'Thursday'];['Thursday', 'Friday', 'Tuesday', 'Wednesday'];['Tuesday', 'Wednesday', 'Friday', 'Sunday', 'Monday'];['Monday', 'Tuesday', 'Wednesday', 'Sunday'];['Friday', 'Monday', 'Tuesday', 'Thursday', 'Saturday', 'Wednesday'];['Thursday', 'Wednesday', 'Monday', 'Tuesday'];['Wednesday', 'Monday', 'Thursday', 'Friday', 'Saturday', 'Sunday'];['Sunday', 'Saturday', 'Wednesday', 'Friday'];['Monday', 'Thursday', 'Wednesday', 'Sunday', 'Tuesday', 'Saturday'];['Wednesday', 'Friday', 'Tuesday', 'Sunday', 'Saturday'];['Sunday', 'Tuesday', 'Friday', 'Wednesday'];['Thursday', 'Tuesday', 'Friday', 'Sunday', 'Wednesday', 'Monday'];['Thursday', 'Monday', 'Saturday', 'Wednesday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee229@mail.com;mentee229;tee;12/04/1997;GMT -9:30;https://www.instagram.com/andreparedes06/;6602739324;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;;B1;A2;A2;B2;B2;B2;A2;B2;[Some text];['Thursday', 'Friday', 'Tuesday', 'Saturday', 'Wednesday', 'Sunday'];['Saturday', 'Thursday', 'Wednesday', 'Sunday', 'Tuesday'];['Sunday', 'Thursday', 'Tuesday', 'Monday', 'Friday', 'Wednesday'];['Thursday', 'Monday', 'Tuesday', 'Friday', 'Wednesday'];['Sunday', 'Thursday', 'Tuesday', 'Saturday', 'Friday'];['Friday', 'Sunday', 'Monday', 'Wednesday', 'Saturday'];['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Saturday'];['Monday', 'Thursday', 'Tuesday', 'Friday'];['Thursday', 'Friday', 'Sunday', 'Saturday', 'Tuesday'];['Saturday', 'Tuesday', 'Thursday', 'Sunday', 'Monday'];['Monday', 'Thursday', 'Sunday', 'Wednesday', 'Friday', 'Saturday'];['Friday', 'Wednesday', 'Tuesday', 'Thursday'];['Friday', 'Monday', 'Sunday', 'Saturday', 'Wednesday'];['Thursday', 'Tuesday', 'Sunday', 'Monday'];['Wednesday', 'Sunday', 'Thursday', 'Saturday', 'Friday'];['Tuesday', 'Monday', 'Friday', 'Sunday'];['Saturday', 'Sunday', 'Friday', 'Wednesday', 'Thursday', 'Monday'];['Tuesday', 'Sunday', 'Thursday', 'Monday', 'Wednesday'];['Sunday', 'Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday'];['Wednesday', 'Saturday', 'Sunday', 'Monday', 'Friday'];['Thursday', 'Saturday', 'Monday', 'Tuesday', 'Friday'];['Thursday', 'Saturday', 'Wednesday', 'Monday'];['Thursday', 'Saturday', 'Friday', 'Sunday', 'Monday'];['Sunday', 'Monday', 'Friday', 'Thursday'];['Friday', 'Monday', 'Sunday', 'Wednesday'];['Wednesday', 'Friday', 'Monday', 'Tuesday'];['Monday', 'Thursday', 'Wednesday', 'Sunday', 'Saturday'];['Sunday', 'Friday', 'Monday', 'Tuesday'];['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Monday'];['Saturday', 'Tuesday', 'Monday', 'Friday'];['Tuesday', 'Wednesday', 'Thursday', 'Monday', 'Saturday'];['Sunday', 'Tuesday', 'Wednesday'];['Tuesday', 'Monday', 'Thursday', 'Friday', 'Sunday'];Yes, I do;[Some text];Yes
01/01/2022;mentee230@mail.com;mentee230;tee;20/01/2002;GMT +6:30;https://www.instagram.com/andreparedes06/;4370183412;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;;B2;A2;B2;B1;;B2;A2;B2;[Some text];['Thursday', 'Monday', 'Saturday', 'Sunday', 'Friday', 'Tuesday'];['Tuesday', 'Monday', 'Saturday', 'Wednesday', 'Sunday'];['Wednesday', 'Tuesday', 'Thursday', 'Saturday'];['Sunday', 'Monday', 'Tuesday', 'Saturday', 'Wednesday'];['Sunday', 'Saturday', 'Tuesday', 'Monday', 'Thursday'];['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Monday', 'Sunday'];['Monday', 'Sunday', 'Friday', 'Thursday', 'Wednesday'];['Saturday', 'Friday', 'Sunday', 'Tuesday', 'Wednesday'];['Monday', 'Sunday', 'Saturday', 'Friday', 'Tuesday'];['Friday', 'Tuesday', 'Thursday', 'Saturday', 'Sunday'];['Wednesday', 'Thursday', 'Sunday', 'Friday'];['Friday', 'Wednesday', 'Thursday', 'Sunday', 'Saturday'];['Friday', 'Wednesday', 'Tuesday', 'Thursday'];['Sunday', 'Wednesday', 'Monday', 'Tuesday'];['Sunday', 'Wednesday', 'Thursday', 'Saturday', 'Tuesday'];['Friday', 'Monday', 'Saturday', 'Tuesday'];['Thursday', 'Tuesday', 'Monday', 'Wednesday'];['Monday', 'Wednesday', 'Sunday', 'Thursday'];['Friday', 'Tuesday', 'Thursday', 'Wednesday', 'Saturday', 'Monday'];['Wednesday', 'Sunday', 'Tuesday', 'Friday', 'Saturday'];['Wednesday', 'Tuesday', 'Saturday', 'Thursday', 'Friday'];['Tuesday', 'Friday', 'Sunday', 'Wednesday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday'];['Friday', 'Monday', 'Saturday', 'Sunday'];['Friday', 'Wednesday', 'Tuesday', 'Saturday', 'Thursday'];['Wednesday', 'Monday', 'Thursday', 'Friday', 'Saturday', 'Tuesday'];['Friday', 'Thursday', 'Sunday', 'Monday'];['Monday', 'Saturday', 'Tuesday', 'Thursday', 'Friday'];['Tuesday', 'Saturday', 'Monday', 'Wednesday', 'Thursday'];['Saturday', 'Sunday', 'Wednesday', 'Monday', 'Friday'];['Sunday', 'Friday', 'Thursday', 'Tuesday', 'Monday'];['Saturday', 'Friday', 'Tuesday', 'Monday'];['Friday', 'Wednesday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee231@mail.com;mentee231;tee;25/09/2002;GMT +9;https://www.instagram.com/andreparedes06/;2465071840;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;B2;;A1;B2;A2;;B1;B2;;[Some text];['Sunday', 'Monday', 'Saturday', 'Wednesday'];['Friday', 'Thursday', 'Monday', 'Tuesday', 'Saturday', 'Wednesday'];['Monday', 'Tuesday', 'Thursday', 'Wednesday'];['Monday', 'Wednesday', 'Tuesday', 'Friday'];['Tuesday', 'Sunday', 'Wednesday', 'Saturday', 'Thursday'];['Saturday', 'Thursday', 'Monday', 'Wednesday'];['Friday', 'Sunday', 'Saturday', 'Monday', 'Thursday'];['Sunday', 'Friday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday'];['Tuesday', 'Thursday', 'Monday'];['Tuesday', 'Sunday', 'Monday', 'Thursday', 'Saturday'];['Tuesday', 'Sunday', 'Monday', 'Thursday', 'Friday'];['Friday', 'Saturday', 'Thursday', 'Monday'];['Wednesday', 'Monday', 'Thursday', 'Saturday', 'Tuesday'];['Thursday', 'Tuesday', 'Monday', 'Sunday'];['Sunday', 'Saturday', 'Friday', 'Monday'];['Sunday', 'Saturday', 'Monday', 'Thursday'];['Thursday', 'Sunday', 'Monday', 'Wednesday'];['Tuesday', 'Friday', 'Saturday'];['Friday', 'Monday', 'Wednesday', 'Thursday', 'Saturday'];['Friday', 'Thursday', 'Monday', 'Saturday', 'Tuesday'];['Tuesday', 'Sunday', 'Wednesday', 'Thursday'];['Sunday', 'Thursday', 'Friday', 'Monday'];['Thursday', 'Sunday', 'Monday', 'Wednesday'];['Monday', 'Wednesday', 'Thursday', 'Saturday', 'Sunday'];['Tuesday', 'Sunday', 'Friday', 'Monday', 'Thursday', 'Wednesday'];['Friday', 'Wednesday', 'Saturday', 'Sunday', 'Tuesday'];['Thursday', 'Wednesday', 'Monday', 'Tuesday'];['Saturday', 'Monday', 'Friday', 'Wednesday', 'Sunday'];['Tuesday', 'Monday', 'Wednesday', 'Sunday', 'Saturday'];['Monday', 'Sunday', 'Tuesday'];['Sunday', 'Tuesday', 'Monday'];['Tuesday', 'Thursday', 'Saturday', 'Sunday', 'Wednesday'];['Thursday', 'Friday', 'Monday', 'Saturday', 'Wednesday'];Yes, I do;[Some text];Yes
